time,coin,stablecoin,value
2020-12-13,DAI,1,0.0
2020-12-14,DAI,1,-0.0009975063171253
2020-12-15,DAI,1,0.0009975063171253
2020-12-16,DAI,1,-0.0009975063171253
2020-12-17,DAI,1,-0.0009985023295896
2020-12-18,DAI,1,0.0009985023295896
2020-12-19,DAI,1,0.0009975063171253
2020-12-20,DAI,1,-0.0019960086467149
2020-12-21,DAI,1,0.0
2020-12-22,DAI,1,0.0009985023295896
2020-12-23,DAI,1,0.0009975063171253
2020-12-24,DAI,1,0.0
2020-12-25,DAI,1,-0.0009975063171253
2020-12-26,DAI,1,0.0
2020-12-27,DAI,1,0.0019940186068644
2020-12-28,DAI,1,-0.000996512289739
2020-12-29,DAI,1,0.000996512289739
2020-12-30,DAI,1,0.0
2020-12-31,DAI,1,0.0
2021-01-01,DAI,1,0.0009955202415015
2021-01-02,DAI,1,-0.0050875465113723
2021-01-03,DAI,1,0.0030955139801317
2021-01-04,DAI,1,-0.0009975063171253
2021-01-05,DAI,1,0.0009975063171253
2021-01-06,DAI,1,-0.0009975063171253
2021-01-07,DAI,1,0.0
2021-01-08,DAI,1,-0.0009985023295896
2021-01-09,DAI,1,0.0009985023295896
2021-01-10,DAI,1,-0.0021980226653401
2021-01-11,DAI,1,0.000200020002667
2021-01-12,DAI,1,0.0
2021-01-13,DAI,1,-0.0001000050003333
2021-01-14,DAI,1,0.0020980076630064
2021-01-15,DAI,1,-0.001998002662673
2021-01-16,DAI,1,0.0
2021-01-17,DAI,1,0.0009995003330834
2021-01-18,DAI,1,0.0
2021-01-19,DAI,1,-0.0028011222797116
2021-01-20,DAI,1,0.0018016219466282
2021-01-21,DAI,1,0.0009995003330834
2021-01-22,DAI,1,0.0
2021-01-23,DAI,1,0.0019960086467149
2021-01-24,DAI,1,-0.0009975063171253
2021-01-25,DAI,1,-0.0009985023295896
2021-01-26,DAI,1,0.0
2021-01-27,DAI,1,-0.0031017084249536
2021-01-28,DAI,1,0.0031017084249536
2021-01-29,DAI,1,0.0
2021-01-30,DAI,1,0.0
2021-01-31,DAI,1,-0.0009995003330834
2021-02-01,DAI,1,0.0009995003330834
2021-02-02,DAI,1,0.0
2021-02-03,DAI,1,-0.0009995003330834
2021-02-04,DAI,1,0.0009995003330834
2021-02-05,DAI,1,0.0
2021-02-06,DAI,1,0.0
2021-02-07,DAI,1,0.0
2021-02-08,DAI,1,0.0
2021-02-09,DAI,1,0.0
2021-02-10,DAI,1,0.0
2021-02-11,DAI,1,0.0
2021-02-12,DAI,1,0.0009985023295896
2021-02-13,DAI,1,0.0
2021-02-14,DAI,1,0.0009975063171253
2021-02-15,DAI,1,-0.0019960086467149
2021-02-16,DAI,1,0.0
2021-02-17,DAI,1,0.0
2021-02-18,DAI,1,0.0
2021-02-19,DAI,1,-0.0009995003330834
2021-02-20,DAI,1,0.0009995003330834
2021-02-21,DAI,1,-0.0009995003330834
2021-02-22,DAI,1,-0.0003000450090019
2021-02-23,DAI,1,0.0012995453420854
2021-02-24,DAI,1,0.0
2021-02-25,DAI,1,0.0019960086467149
2021-02-26,DAI,1,0.0
2021-02-27,DAI,1,-0.0009975063171253
2021-02-28,DAI,1,0.0019940186068644
2021-03-01,DAI,1,-0.002992520936454
2021-03-02,DAI,1,-0.0009995003330834
2021-03-03,DAI,1,0.0009995003330834
2021-03-04,DAI,1,0.0009985023295896
2021-03-05,DAI,1,0.0
2021-03-06,DAI,1,-0.001998002662673
2021-03-07,DAI,1,0.0009995003330834
2021-03-08,DAI,1,0.0
2021-03-09,DAI,1,0.0
2021-03-10,DAI,1,0.0
2021-03-11,DAI,1,0.0
2021-03-12,DAI,1,0.0009985023295896
2021-03-13,DAI,1,-0.0009985023295896
2021-03-14,DAI,1,-0.0021001057771164
2021-03-15,DAI,1,0.0040961144238313
2021-03-16,DAI,1,-0.0019960086467149
2021-03-17,DAI,1,0.0
2021-03-18,DAI,1,0.0
2021-03-19,DAI,1,0.0
2021-03-20,DAI,1,0.0
2021-03-21,DAI,1,0.0
2021-03-22,DAI,1,0.0
2021-03-23,DAI,1,0.0
2021-03-24,DAI,1,0.0
2021-03-25,DAI,1,0.0
2021-03-26,DAI,1,0.0009985023295896
2021-03-27,DAI,1,0.0
2021-03-28,DAI,1,-0.0009985023295896
2021-03-29,DAI,1,0.0
2021-03-30,DAI,1,0.0
2021-03-31,DAI,1,-0.0009995003330834
2021-04-01,DAI,1,0.0009995003330834
2021-04-02,DAI,1,0.0
2021-04-03,DAI,1,-0.0009995003330834
2021-04-04,DAI,1,0.0009995003330834
2021-04-05,DAI,1,0.0
2021-04-06,DAI,1,-0.0009995003330834
2021-04-07,DAI,1,0.0
2021-04-08,DAI,1,0.0009995003330834
2021-04-09,DAI,1,-0.0009995003330834
2021-04-10,DAI,1,0.0
2021-04-11,DAI,1,-0.000200020002667
2021-04-12,DAI,1,-0.0006003001681021
2021-04-13,DAI,1,0.0008003201707691
2021-04-14,DAI,1,0.0
2021-04-15,DAI,1,0.0009995003330834
2021-04-16,DAI,1,-0.0011995203357504
2021-04-17,DAI,1,0.0011995203357504
2021-04-18,DAI,1,-0.0013995803544231
2021-04-19,DAI,1,0.0004000800213396
2021-04-20,DAI,1,0.0
2021-04-21,DAI,1,0.0009995003330834
2021-04-22,DAI,1,-0.0018999055762475
2021-04-23,DAI,1,0.0018999055762475
2021-04-24,DAI,1,0.0
2020-08-22,DASH,0,0.0460537333370512
2020-08-23,DASH,0,0.006690455447325
2020-08-24,DASH,0,0.003165077676341
2020-08-25,DASH,0,-0.0805240991767358
2020-08-26,DASH,0,0.0130245314345485
2020-08-27,DASH,0,-0.0276580683962173
2020-08-28,DASH,0,0.0184057918180178
2020-08-29,DASH,0,0.0028198820236715
2020-08-30,DASH,0,0.0364053565386504
2020-08-31,DASH,0,-0.02439284985316
2020-09-01,DASH,0,0.0327299869229289
2020-09-02,DASH,0,-0.0674073617498543
2020-09-03,DASH,0,-0.220686179464161
2020-09-04,DASH,0,0.0851639167213118
2020-09-05,DASH,0,-0.0683942130527688
2020-09-06,DASH,0,0.0328610301431329
2020-09-07,DASH,0,0.0801522474968488
2020-09-08,DASH,0,-0.0173686832253104
2020-09-09,DASH,0,0.0115685087784323
2020-09-10,DASH,0,0.0180798845965064
2020-09-11,DASH,0,0.0020752277227096
2020-09-12,DASH,0,0.027854106867145
2020-09-13,DASH,0,-0.0501267424762677
2020-09-14,DASH,0,-0.0049140148024298
2020-09-15,DASH,0,-0.0289053079203914
2020-09-16,DASH,0,0.0005480202904655
2020-09-17,DASH,0,0.0041006071675013
2020-09-18,DASH,0,-0.0158111494811273
2020-09-19,DASH,0,0.008967432652251
2020-09-20,DASH,0,-0.0289834973587206
2020-09-21,DASH,0,-0.0573164423103538
2020-09-22,DASH,0,0.0198642760480316
2020-09-23,DASH,0,-0.0484159497401997
2020-09-24,DASH,0,0.0460647363131699
2020-09-25,DASH,0,0.0083510850879156
2020-09-26,DASH,0,0.0087159180470157
2020-09-27,DASH,0,-0.0044937380832053
2020-09-28,DASH,0,-0.022479459759591
2020-09-29,DASH,0,0.0157738952750206
2020-09-30,DASH,0,0.0114885288893873
2020-10-01,DASH,0,-0.017797698082652
2020-10-02,DASH,0,-0.0289702207060127
2020-10-03,DASH,0,-0.0057742144934698
2020-10-04,DASH,0,0.0119671200196665
2020-10-05,DASH,0,0.0103363964250143
2020-10-06,DASH,0,-0.0284178736164629
2020-10-07,DASH,0,0.012040075339506
2020-10-08,DASH,0,0.0064930390444146
2020-10-09,DASH,0,0.0127123524551331
2020-10-10,DASH,0,0.0100547941583198
2020-10-11,DASH,0,0.0534243162470283
2020-10-12,DASH,0,0.0009758138364057
2020-10-13,DASH,0,-0.0062897684470417
2020-10-14,DASH,0,-0.0176820506124971
2020-10-15,DASH,0,-0.0113384781282626
2020-10-16,DASH,0,-0.0471388147718184
2020-10-17,DASH,0,0.0168045964995134
2020-10-18,DASH,0,0.0017838565753152
2020-10-19,DASH,0,0.106547987965985
2020-10-20,DASH,0,-0.0568600212315893
2020-10-21,DASH,0,0.056592962877752
2020-10-22,DASH,0,0.002134472528632
2020-10-23,DASH,0,-0.0392740194780892
2020-10-24,DASH,0,0.0164952193691112
2020-10-25,DASH,0,-0.032421792394989
2020-10-26,DASH,0,-0.0245201165547124
2020-10-27,DASH,0,0.0212758792780274
2020-10-28,DASH,0,-0.0393337458198424
2020-10-29,DASH,0,-0.0133138061282283
2020-10-30,DASH,0,0.0388483430130639
2020-10-31,DASH,0,0.0044307940707231
2020-11-01,DASH,0,-0.0194404567212887
2020-11-02,DASH,0,-0.0554576822865389
2020-11-03,DASH,0,-0.0101962879348978
2020-11-04,DASH,0,0.0072716341146561
2020-11-05,DASH,0,0.0438818989539413
2020-11-06,DASH,0,0.034226078533127
2020-11-07,DASH,0,-0.0507381680820638
2020-11-08,DASH,0,0.0215157791645186
2020-11-09,DASH,0,-0.0002936426390203
2020-11-10,DASH,0,0.0121142837420933
2020-11-11,DASH,0,0.0057862160568387
2020-11-12,DASH,0,0.118471934007042
2020-11-13,DASH,0,-0.0053956965438519
2020-11-14,DASH,0,-0.0045187605133261
2020-11-15,DASH,0,-0.0307473965387217
2020-11-16,DASH,0,0.074422460041383
2020-11-17,DASH,0,0.0291750933840476
2020-11-18,DASH,0,-0.0386337824471736
2020-11-19,DASH,0,0.0284765004409584
2020-11-20,DASH,0,0.0128005612095512
2020-11-21,DASH,0,0.124824289123833
2020-11-22,DASH,0,-0.0428451510684438
2020-11-23,DASH,0,0.0406185690108796
2020-11-24,DASH,0,0.191899432047986
2020-11-25,DASH,0,-0.109125161731616
2020-11-26,DASH,0,-0.10847046455587
2020-11-27,DASH,0,0.0053223391809842
2020-11-28,DASH,0,0.169035404303684
2020-11-29,DASH,0,-0.0092827282987997
2020-11-30,DASH,0,0.0417744493783436
2020-12-01,DASH,0,-0.0818080505456447
2020-12-02,DASH,0,0.0135549994488793
2020-12-03,DASH,0,0.0208301770522663
2020-12-04,DASH,0,-0.0849452866875735
2020-12-05,DASH,0,0.0419697383599287
2020-12-06,DASH,0,-0.0079805776361983
2020-12-07,DASH,0,-0.0056835037851339
2020-12-08,DASH,0,-0.0694773216981046
2020-12-09,DASH,0,0.0069284341819635
2020-12-10,DASH,0,-0.028975229483895
2020-12-11,DASH,0,0.0038693083528187
2020-12-12,DASH,0,0.0162795530179407
2020-12-13,DASH,0,0.0289181790213879
2020-12-14,DASH,0,-0.0083398166773864
2020-12-15,DASH,0,0.0020656896417881
2020-12-16,DASH,0,0.082832551920343
2020-12-17,DASH,0,0.0272629185437134
2020-12-18,DASH,0,-0.0021279556533322
2020-12-19,DASH,0,0.0026823306097822
2020-12-20,DASH,0,0.0109320826000401
2020-12-21,DASH,0,-0.0521351768864315
2020-12-22,DASH,0,0.0195402490339402
2020-12-23,DASH,0,-0.14894119056256
2020-12-24,DASH,0,0.0764293647805632
2020-12-25,DASH,0,0.046113965482121
2020-12-26,DASH,0,0.0432458814358831
2020-12-27,DASH,0,-0.0045583594442613
2020-12-28,DASH,0,-0.0031751987827179
2020-12-29,DASH,0,-0.0286547119429681
2020-12-30,DASH,0,-0.0194388470962465
2020-12-31,DASH,0,-0.0229324587721571
2021-01-01,DASH,0,-0.120107989733325
2021-01-02,DASH,0,-0.0151751443112182
2021-01-03,DASH,0,0.0293422353176114
2021-01-04,DASH,0,-0.006833611984832
2021-01-05,DASH,0,0.0035906681307285
2021-01-06,DASH,0,0.0562930953145182
2021-01-07,DASH,0,0.0479579341232892
2021-01-08,DASH,0,-0.0280411332104329
2021-01-09,DASH,0,0.13512586545768
2021-01-10,DASH,0,0.28738735135782
2021-01-11,DASH,0,-0.161786954352247
2021-01-12,DASH,0,0.0269817567198904
2021-01-13,DASH,0,0.0361563440627704
2021-01-14,DASH,0,-0.0031581348152753
2021-01-15,DASH,0,-0.0661565387661671
2021-01-16,DASH,0,0.0040952399949167
2021-01-17,DASH,0,-0.0054640553783329
2021-01-18,DASH,0,0.0402707185926987
2021-01-19,DASH,0,-0.0341657916070748
2021-01-20,DASH,0,-0.0292537314583541
2021-01-21,DASH,0,-0.194250259596237
2021-01-22,DASH,0,0.0494289499262104
2021-01-23,DASH,0,0.0029502757540473
2021-01-24,DASH,0,0.0101168545951813
2021-01-25,DASH,0,-0.013734527999973
2021-01-26,DASH,0,0.0014295928095942
2021-01-27,DASH,0,-0.0812100554255428
2021-01-28,DASH,0,0.0625610481680976
2021-01-29,DASH,0,0.0138757285047877
2021-01-30,DASH,0,0.0059154833314352
2021-01-31,DASH,0,-0.0261181906489547
2021-02-01,DASH,0,0.0111667907959907
2021-02-02,DASH,0,0.0595106941974723
2021-02-03,DASH,0,0.0620846439493787
2021-02-04,DASH,0,-0.0513157963846034
2021-02-05,DASH,0,0.0823802076140616
2021-02-06,DASH,0,-0.0135193580429398
2021-02-07,DASH,0,-0.0053072867931618
2021-02-08,DASH,0,0.0658627136924297
2021-02-09,DASH,0,0.0853030516230602
2021-02-10,DASH,0,0.0142040673522574
2021-02-11,DASH,0,0.165681877426448
2021-02-12,DASH,0,0.0311153464399068
2021-02-13,DASH,0,0.454462460592916
2021-02-14,DASH,0,-0.148369241195883
2021-02-15,DASH,0,0.116550702154257
2021-02-16,DASH,0,-0.0386952452860312
2021-02-17,DASH,0,0.0633587218671607
2021-02-18,DASH,0,0.0551450345411411
2021-02-19,DASH,0,0.142726015037337
2021-02-20,DASH,0,-0.0851427281341737
2021-02-21,DASH,0,0.0129146005994309
2021-02-22,DASH,0,-0.1039615536066
2021-02-23,DASH,0,-0.161510984819111
2021-02-24,DASH,0,0.0280111251701998
2021-02-25,DASH,0,-0.0864573233086725
2021-02-26,DASH,0,-0.0536241992417796
2021-02-27,DASH,0,0.0209153571721528
2021-02-28,DASH,0,-0.0686106479221049
2021-03-01,DASH,0,0.131303223466443
2021-03-02,DASH,0,-0.0398419301355082
2021-03-03,DASH,0,0.0312190687100866
2021-03-04,DASH,0,-0.0560135336239362
2021-03-05,DASH,0,-0.0242086750373369
2021-03-06,DASH,0,0.0151510739043301
2021-03-07,DASH,0,0.0261842077646852
2021-03-08,DASH,0,0.0188087524480798
2021-03-09,DASH,0,0.111972313629977
2021-03-10,DASH,0,-0.0415795160281185
2021-03-11,DASH,0,0.0042153731705632
2021-03-12,DASH,0,-0.0443957547142686
2021-03-13,DASH,0,0.0774117079332317
2021-03-14,DASH,0,-0.0509796096165367
2021-03-15,DASH,0,-0.0447211911773255
2021-03-16,DASH,0,0.0122298183629299
2021-03-17,DASH,0,0.0250664022056606
2021-03-18,DASH,0,-0.0158140787402292
2021-03-19,DASH,0,-0.0015065582431264
2021-03-20,DASH,0,0.0078622313125809
2021-03-21,DASH,0,-0.0280187858072356
2021-03-22,DASH,0,-0.0666976154590317
2021-03-23,DASH,0,0.0003385158530289
2021-03-24,DASH,0,-0.0806230907426428
2021-03-25,DASH,0,-0.009637486712239
2021-03-26,DASH,0,0.0753545583692539
2021-03-27,DASH,0,-0.0106076925295815
2021-03-28,DASH,0,0.028844393138983
2021-03-29,DASH,0,0.0346674864063559
2021-03-30,DASH,0,0.00714288751238
2021-03-31,DASH,0,0.0275775811913572
2021-04-01,DASH,0,0.0486574163536879
2021-04-02,DASH,0,0.0431233143027878
2021-04-03,DASH,0,-0.0889522554728979
2021-04-04,DASH,0,0.192617323185963
2021-04-05,DASH,0,0.0136256400429984
2021-04-06,DASH,0,0.0057469332142163
2021-04-07,DASH,0,-0.0854826672653175
2021-04-08,DASH,0,0.0553658971153066
2021-04-09,DASH,0,-0.010332028868131
2021-04-10,DASH,0,0.0678516941367713
2021-04-11,DASH,0,0.0118917476077005
2021-04-12,DASH,0,-0.0225346748033912
2021-04-13,DASH,0,0.0464130122641846
2021-04-14,DASH,0,0.0389980645507908
2021-04-15,DASH,0,0.0679444473033737
2021-04-16,DASH,0,0.150301413725352
2021-04-17,DASH,0,-0.0613109653360766
2021-04-18,DASH,0,-0.108984007174676
2021-04-19,DASH,0,-0.0840590233056409
2021-04-20,DASH,0,0.0768227163745179
2021-04-21,DASH,0,-0.0747539021520485
2021-04-22,DASH,0,-0.0649813169030038
2021-04-23,DASH,0,-0.0513332555301016
2021-04-24,DASH,0,-0.0322951782910934
2020-08-22,DOT,0,0.460123520646028
2020-08-23,DOT,0,-0.107283166549586
2020-08-24,DOT,0,0.118303776216025
2020-08-25,DOT,0,0.198915539241503
2020-08-26,DOT,0,0.0904639081626584
2020-08-27,DOT,0,-0.0744236426720857
2020-08-28,DOT,0,0.0869819093230249
2020-08-29,DOT,0,-0.003572012240947
2020-08-30,DOT,0,-0.0479772220874282
2020-08-31,DOT,0,0.0712883009558753
2020-09-01,DOT,0,-0.006056760625922
2020-09-02,DOT,0,-0.0205127114805843
2020-09-03,DOT,0,-0.069424240156456
2020-09-04,DOT,0,-0.108923499480271
2020-09-05,DOT,0,-0.214791555595435
2020-09-06,DOT,0,0.145547879442202
2020-09-07,DOT,0,-0.0413969925758768
2020-09-08,DOT,0,-0.07179792241456
2020-09-09,DOT,0,0.0948419053869642
2020-09-10,DOT,0,-0.0247884230135542
2020-09-11,DOT,0,0.0153765888312076
2020-09-12,DOT,0,0.102842842206311
2020-09-13,DOT,0,0.02942512637144
2020-09-14,DOT,0,0.0095568983735054
2020-09-15,DOT,0,-0.0581682045039684
2020-09-16,DOT,0,0.0029606258672909
2020-09-17,DOT,0,0.0525931980626066
2020-09-18,DOT,0,-0.0177329679763487
2020-09-19,DOT,0,-0.06324510596125
2020-09-20,DOT,0,-0.0526601734180188
2020-09-21,DOT,0,-0.141408948725886
2020-09-22,DOT,0,0.0264803520566153
2020-09-23,DOT,0,-0.0411117352043715
2020-09-24,DOT,0,0.0925129115691437
2020-09-25,DOT,0,0.0074872726404533
2020-09-26,DOT,0,-0.0205533611058664
2020-09-27,DOT,0,-0.007643349312568
2020-09-28,DOT,0,0.0238927055865437
2020-09-29,DOT,0,0.0202254085354407
2020-09-30,DOT,0,-0.032789822822991
2020-10-01,DOT,0,0.0
2020-10-02,DOT,0,-0.0540799927439122
2020-10-03,DOT,0,-0.0124528529021768
2020-10-04,DOT,0,0.0266682470821613
2020-10-05,DOT,0,-0.0033549036978846
2020-10-06,DOT,0,-0.104400822685897
2020-10-07,DOT,0,0.0278525624025978
2020-10-08,DOT,0,0.0659303999127856
2020-10-09,DOT,0,0.0336346553148061
2020-10-10,DOT,0,-0.0039957745020089
2020-10-11,DOT,0,0.0007062978516101
2020-10-12,DOT,0,0.0142542429829817
2020-10-13,DOT,0,-0.0126081520763131
2020-10-14,DOT,0,-0.0139597676878893
2020-10-15,DOT,0,-0.0241149857867198
2020-10-16,DOT,0,-0.0456951295908496
2020-10-17,DOT,0,0.0139543048270439
2020-10-18,DOT,0,0.0351521341148129
2020-10-19,DOT,0,-0.0301257349924717
2020-10-20,DOT,0,-0.018980703949385
2020-10-21,DOT,0,0.0568602941213803
2020-10-22,DOT,0,0.0301936641452683
2020-10-23,DOT,0,-0.0009372071913742
2020-10-24,DOT,0,0.0217954373117843
2020-10-25,DOT,0,-0.006442728222199
2020-10-26,DOT,0,0.0830214332802612
2020-10-27,DOT,0,-0.00575265248945
2020-10-28,DOT,0,-0.0692218354261314
2020-10-29,DOT,0,-0.0736324902791137
2020-10-30,DOT,0,0.0071227121711201
2020-10-31,DOT,0,0.0234621960646308
2020-11-01,DOT,0,0.0092802569660677
2020-11-02,DOT,0,-0.0448071075553251
2020-11-03,DOT,0,-0.0019836356615936
2020-11-04,DOT,0,0.0179564534409788
2020-11-05,DOT,0,0.0307273334079976
2020-11-06,DOT,0,0.0803699863542517
2020-11-07,DOT,0,-0.0782445870419384
2020-11-08,DOT,0,0.0315791274390778
2020-11-09,DOT,0,-0.0080321716972642
2020-11-10,DOT,0,0.0182653479772932
2020-11-11,DOT,0,0.0076628727455692
2020-11-12,DOT,0,-0.0101546624593754
2020-11-13,DOT,0,0.0303798212536415
2020-11-14,DOT,0,-0.0166393190039646
2020-11-15,DOT,0,-0.0223965927442997
2020-11-16,DOT,0,0.0266381439186174
2020-11-17,DOT,0,0.0783791419434932
2020-11-18,DOT,0,-0.0350030494685769
2020-11-19,DOT,0,0.014611165175433
2020-11-20,DOT,0,0.0963225286353759
2020-11-21,DOT,0,0.0986369320148186
2020-11-22,DOT,0,-0.0471050253948733
2020-11-23,DOT,0,0.0698507687248198
2020-11-24,DOT,0,-0.0309090539691073
2020-11-25,DOT,0,-0.0768215322073307
2020-11-26,DOT,0,-0.099310638020941
2020-11-27,DOT,0,0.0014548480171825
2020-11-28,DOT,0,0.018111217419007
2020-11-29,DOT,0,0.057079094175996
2020-11-30,DOT,0,0.0352042409824489
2020-12-01,DOT,0,-0.054656322907342
2020-12-02,DOT,0,0.070889846708303
2020-12-03,DOT,0,-0.010669711228634
2020-12-04,DOT,0,-0.0732689564547284
2020-12-05,DOT,0,0.0319228125090578
2020-12-06,DOT,0,-0.0102684230736758
2020-12-07,DOT,0,-0.0149110080707224
2020-12-08,DOT,0,-0.0663983242180068
2020-12-09,DOT,0,0.029554700527233
2020-12-10,DOT,0,-0.0152927138199639
2020-12-11,DOT,0,-0.0392873542742094
2020-12-12,DOT,0,0.0252365831131898
2020-12-13,DOT,0,0.0311875588567043
2020-12-14,DOT,0,0.0024534872254342
2020-12-15,DOT,0,0.0696053038833522
2020-12-16,DOT,0,0.0224135948369
2020-12-17,DOT,0,-0.0042930537237051
2020-12-18,DOT,0,0.003174902284061
2020-12-19,DOT,0,-0.0037362270251539
2020-12-20,DOT,0,-0.0290535957978371
2020-12-21,DOT,0,-0.0617934163440972
2020-12-22,DOT,0,0.0550268366352231
2020-12-23,DOT,0,-0.0881583178714593
2020-12-24,DOT,0,0.0834917723623638
2020-12-25,DOT,0,0.0166219520804278
2020-12-26,DOT,0,-0.0057670286709923
2020-12-27,DOT,0,-0.0085189285764841
2020-12-28,DOT,0,0.247309617161394
2020-12-29,DOT,0,0.134479925315677
2020-12-30,DOT,0,-0.0403575417368007
2020-12-31,DOT,0,0.247499039037081
2021-01-01,DOT,0,-0.11103524474594
2021-01-02,DOT,0,0.105625732474127
2021-01-03,DOT,0,0.0963156111894796
2021-01-04,DOT,0,-0.0648144212634763
2021-01-05,DOT,0,0.023889794218884
2021-01-06,DOT,0,0.0359863454040097
2021-01-07,DOT,0,-0.044852382862433
2021-01-08,DOT,0,-0.0367013668504281
2021-01-09,DOT,0,0.0487441247136102
2021-01-10,DOT,0,-0.0489589936443893
2021-01-11,DOT,0,-0.115113881561166
2021-01-12,DOT,0,0.000963971637486
2021-01-13,DOT,0,0.275808901713941
2021-01-14,DOT,0,0.279651743649557
2021-01-15,DOT,0,-0.0918607110510674
2021-01-16,DOT,0,0.310154928303839
2021-01-17,DOT,0,-0.0512932943875501
2021-01-18,DOT,0,-0.0308813138014656
2021-01-19,DOT,0,-0.0096970456828664
2021-01-20,DOT,0,0.0918716538718822
2021-01-21,DOT,0,-0.120912928665311
2021-01-22,DOT,0,0.076612669768731
2021-01-23,DOT,0,0.0851222534168352
2021-01-24,DOT,0,-0.041377704453978
2021-01-25,DOT,0,-0.0431639974226035
2021-01-26,DOT,0,-0.0058207382038095
2021-01-27,DOT,0,-0.0993463351475814
2021-01-28,DOT,0,0.0858286447405803
2021-01-29,DOT,0,-0.0047449673842257
2021-01-30,DOT,0,-0.0155785055876883
2021-01-31,DOT,0,-0.0263092568199963
2021-02-01,DOT,0,0.0202523031118065
2021-02-02,DOT,0,0.0428127213071856
2021-02-03,DOT,0,0.195524659012365
2021-02-04,DOT,0,-0.0576372263939851
2021-02-05,DOT,0,0.0566793719146199
2021-02-06,DOT,0,-0.0227778202389386
2021-02-07,DOT,0,-0.0298529631496809
2021-02-08,DOT,0,0.150681465593247
2021-02-09,DOT,0,0.0043346405104403
2021-02-10,DOT,0,0.0205486682273879
2021-02-11,DOT,0,0.0584287930072005
2021-02-12,DOT,0,0.136873124954509
2021-02-13,DOT,0,-0.0250586607559384
2021-02-14,DOT,0,-0.0382490624138279
2021-02-15,DOT,0,0.0332329286427115
2021-02-16,DOT,0,0.0767215488586097
2021-02-17,DOT,0,0.0625405184748979
2021-02-18,DOT,0,-0.0301370944202386
2021-02-19,DOT,0,0.11430589344386
2021-02-20,DOT,0,0.113400501171158
2021-02-21,DOT,0,0.0150187371799135
2021-02-22,DOT,0,-0.0502566254572407
2021-02-23,DOT,0,-0.0845026917681011
2021-02-24,DOT,0,-0.0260667855907615
2021-02-25,DOT,0,-0.0774003067386042
2021-02-26,DOT,0,0.0079834369412941
2021-02-27,DOT,0,0.0631659192451073
2021-02-28,DOT,0,0.009805456664321
2021-03-01,DOT,0,0.0535379642413742
2021-03-02,DOT,0,0.0144688111199169
2021-03-03,DOT,0,0.0234791020254881
2021-03-04,DOT,0,-0.0489385831700351
2021-03-05,DOT,0,-0.0481811119350004
2021-03-06,DOT,0,-0.007461607518489
2021-03-07,DOT,0,0.0505290719466518
2021-03-08,DOT,0,-0.0034236838007442
2021-03-09,DOT,0,0.0885582413287245
2021-03-10,DOT,0,-0.0166164973124725
2021-03-11,DOT,0,-0.0185215333539417
2021-03-12,DOT,0,-0.0252413949509678
2021-03-13,DOT,0,0.0317226490728291
2021-03-14,DOT,0,-0.0179255207154121
2021-03-15,DOT,0,-0.0618928962764622
2021-03-16,DOT,0,0.0318489119519181
2021-03-17,DOT,0,0.020129279035737
2021-03-18,DOT,0,-0.0221080782679985
2021-03-19,DOT,0,0.077296351406051
2021-03-20,DOT,0,-0.0246598734720331
2021-03-21,DOT,0,-0.0148751897650437
2021-03-22,DOT,0,-0.0405949539925459
2021-03-23,DOT,0,-0.0293715326039314
2021-03-24,DOT,0,-0.12265314543042
2021-03-25,DOT,0,-0.0143073476980669
2021-03-26,DOT,0,0.106097509426738
2021-03-27,DOT,0,-0.0164087546663922
2021-03-28,DOT,0,-0.0123306124574789
2021-03-29,DOT,0,0.0639761732233151
2021-03-30,DOT,0,-0.0102355038940267
2021-03-31,DOT,0,0.0855896338894979
2021-04-01,DOT,0,0.0102014307521774
2021-04-02,DOT,0,0.0905884829068553
2021-04-03,DOT,0,0.0087442869534539
2021-04-04,DOT,0,0.069137963741698
2021-04-05,DOT,0,0.0335102918139514
2021-04-06,DOT,0,-0.0563371217988142
2021-04-07,DOT,0,-0.090565048472024
2021-04-08,DOT,0,0.0442539147151888
2021-04-09,DOT,0,-0.0141259046385382
2021-04-10,DOT,0,0.0201536504360558
2021-04-11,DOT,0,-0.0067535230157798
2021-04-12,DOT,0,-0.0207856853636637
2021-04-13,DOT,0,0.0594756895424902
2021-04-14,DOT,0,-0.0105325724998933
2021-04-15,DOT,0,0.0227969863226374
2021-04-16,DOT,0,-0.0475719552453753
2021-04-17,DOT,0,0.0165055774402312
2021-04-18,DOT,0,-0.11929663608781
2021-04-19,DOT,0,-0.0723206615796261
2021-04-20,DOT,0,0.0193517706609501
2021-04-21,DOT,0,-0.0488042567151803
2021-04-22,DOT,0,-0.0242635835947458
2021-04-23,DOT,0,-0.0220732444343898
2021-04-24,DOT,0,-0.0260652218875865
2020-08-22,EOS,0,0.035982717879506
2020-08-23,EOS,0,-0.0128532631857359
2020-08-24,EOS,0,0.0190708997966063
2020-08-25,EOS,0,-0.0804855447905231
2020-08-26,EOS,0,-0.0019212301778937
2020-08-27,EOS,0,-0.0455741871254567
2020-08-28,EOS,0,0.0449329559396503
2020-08-29,EOS,0,0.004480007492972
2020-08-30,EOS,0,0.0415879845998377
2020-08-31,EOS,0,-0.0166773476210176
2020-09-01,EOS,0,0.0795874379183474
2020-09-02,EOS,0,-0.112834128299229
2020-09-03,EOS,0,-0.169779800385226
2020-09-04,EOS,0,0.137054366989513
2020-09-05,EOS,0,-0.0232216391142996
